content,hashtag,user,timestamp
@TulsiGabbard Now Blinken is a proven liar to Congress. He had emailed hunter and his wife regularly. Hs said he has no contact with Hunter at his conformation. He is a head of the hydra. Headed up UPENN center that got $70M from China and Joe got %&amp;M (standard 10%). Corruption at the top. The…,UPenn,Herbert Dodge,2023-05-05 01:07:59+00:00
"People's perception of gold's value as jewelry is also affected by its market value. 

“People [who want gold jewelry] will buy it, and if it’s cheap enough, they will buy more. As an investor, it gives you a floor….”",UPenn,DKTB,2023-05-05 00:58:24+00:00
"[What say you?] I say, born male, no competing in female sports. IMHO
On a recent podcast, trans-identified male former UPenn swimmer Lia Thomas called out opponents of having biological males compete against women as ""transphobic"" and ""misogynistic.""
🔉",UPenn,พิษณุ,2023-05-05 00:52:12+00:00
"@SineSlashh dats what im saying.
harvard? more like fartvard
yale? more like fail.
princeton? more like pisston
columbia? more like coldumbia
cornell? more like corny.
upenn? more like upenis
brown? that joke is too easy",UPenn,robin!,2023-05-05 00:45:58+00:00
When robots touch the world | Penn Today,UPenn,RoboticsAINews,2023-05-05 00:40:02+00:00
"Back by popular demand, CASI's Data Seminar Series continues in Summer 2023!
Moderated by @Rukmini and featuring @aashishg_, @mahambare_vidya, @DhanarajSowmya, @NeelanjanSircar, and William Joe. All seminars are virtual. Read more &amp; register:",UPenn,Pranav Gupta,2023-05-05 00:38:44+00:00
"@michael_nielsen Wildly vague explanation: 
-theory building is a kind of statistical inference (SI)
-SI can be expressed as stat mech (SM) in which occam's razor is emergent  
-SM can be interpreted as an epistemic theory, thus broadly applicable",UPenn,Max Puelma Touzel @mptouzel@home.social,2023-05-05 00:29:12+00:00
"@CoachDupont @PENNfb 2024 Safety 
With GRIT &amp; Grades for UPenn
2nd Team All County with a 4.8 GPA",UPenn,Nico,2023-05-05 00:16:54+00:00
After a great talk with Coach Donahue I’m blessed to have received an offer UPenn💙❤️@PerkBasketball @TeamMe7oEYBL,UPenn,CityofBasketballLove,2023-05-05 00:15:18+00:00
"umm i'm quite disappointed honestly. on one hand courses in upenn are not that interesting to me but still i want to give it a try. on the other hand there are two unis that really stand with great courses, but eventually that will make three picks :(",UPenn,hizu • iisma 2024,2023-05-04 23:50:32+00:00
@SophiaTheAuthor Yes in 2020!! And they also recently found the reasons of some of the victims at UPenn… the whole case makes my stomach turn,UPenn,Proud to Be Black! (Orgullosa de ser negra!)🇳🇬,2023-05-04 23:49:50+00:00
.@PennLDI Fellows Lauren Starr and George Demiris were recently featured in a Q&amp;A discussing their latest study on how caregiver proximity to a loved one receiving hospice care impacts communication with hospice care staff:,UPenn,Antonia Villarruel,2023-05-04 23:14:38+00:00
"Congratulations to Sean Williams Jr. 
@kingseann2 for committing to UPENN.

SUBSCRIBE",UPenn,Sean“PUP”Williams Jr The Ball Carrier,2023-05-04 22:51:16+00:00
"""You can make it look pretty, 'but does it work?' is the big question.""

@TechnicallyPHL returned to the  @PennBElabs for the 2023 Senior Design Expo. 

   

Read more:",UPenn,Penn's Stephenson Foundation Bio-MakerSpace,2023-05-04 22:50:25+00:00
"@mirandalambert @DierksBentley I once knew a man named Jerry Bentley, whom used to own Orange Torpedoes, a rafting company based in Zane Gray/Indian Mary Country - a UPenn guy in some ways, like Jen Carfagno with TWC. My lands, I had no idea that UPenn was America's first university, dating back to 1740! Tom…",UPenn,Scott A. Cotter,2023-05-04 22:43:16+00:00
"@PCL_CTIC Academic Fellow Giovanna Massarotto (@G_Massarotto) outlines the possible routes of cryptocurrency’s future: decentralization, public cryptocurrencies, or more regulation.",UPenn,Giovanna massarotto,2023-05-04 22:39:13+00:00
Update: Budgetary Cost of Climate and energy provisions in the Inflation Reduction Act,UPenn,MaryAnne Werner,2023-05-04 22:35:11+00:00
"@GrennanJill Related, my favorite quote from Adam smith.",UPenn,Ben Ho,2023-05-04 22:25:10+00:00
"@Patriot_Musket There once was a swimmer at UPenn
Who could not perform with the men.
He switched to a girl,
Grew hair out in curl,
And medaled as one of the women.",UPenn,Grimme Outlook ⚛️🏴‍☠️🇺🇸✝️,2023-05-04 22:04:44+00:00
Looking for something to read this month? Try one of these books selected by our librarians for Asian American Pacific Islander Month! You can find even more reading recommendations in our Featured Books display on the first floor of Van Pelt Library.,UPenn,The Thouron Award,2023-05-04 22:02:28+00:00
A new study led by PIK Professor Dolores Albarracín finds that “bypassing” misinformation by redirecting to more positive beliefs is just as effective as directly debunking falsehoods.,UPenn,Penn,2023-05-04 22:00:05+00:00
Doctoral students Jenny Lee and Brendan Mahoney have been named co-recipients of the 2023 James D. Woods Award! Congratulations Jenny and Brendan!,UPenn,Annenberg School,2023-05-04 21:55:00+00:00
"@CoachDupont @PENNfb Nate Kashey: Class of 2026’ (Freshman)
Position: Kicker 
Mainland Regional High School (NJ)
53/55 on PAT’s and 1/1 on FG’s
5’9” 150 lbs
5.13 GPA Weighted 4.0 UW
UPenn has been my dream school since I was little @PENNfb 🔴🔵",UPenn,The Mailman,2023-05-04 21:39:53+00:00
@DianaLynnS44 How dare you to say that??? In retrospect maybe Poles should not help Jews…….start reading on page 33:,UPenn,Pba7,2023-05-04 21:39:31+00:00
"Do employee wellness programs work, and how can we make them more effective? CHIBE Director @kevin_volpp talks us through some key points in this video.",UPenn,Doraid Jarrar,2023-05-04 21:39:11+00:00
@oren_cass more counter point,UPenn,Eigenvalue,2023-05-04 21:35:04+00:00
"@discordianna @blandCinema ""I have almost reached the regrettable conclusion that the Negro's great stumbling block in his stride toward freedom is not the White Citizen's Counciler or the Ku Klux Klanner, but the white moderate, who is more devoted to ""order"" than to justice ...""",UPenn,i_rohl@kolektiva.social,2023-05-04 21:30:24+00:00
"@orrdavid @D1Fund I think this is a bit unfair. The people I’ve spoken to from Stanford to MITIMCO to UPenn and to Emory have all been really decent human beings, asked the right questions and been candid, supportive and interrogative.",UPenn,Barna Boy,2023-05-04 21:28:03+00:00
"Modesty Burleson, V’07, COO of Spy Coast Farm, has crafted a career path akin to a fairytale with hard work and dedicated mentors.  

Read more:",UPenn,Penn Vet,2023-05-04 21:27:05+00:00
"Jeremy Greenwood of @PennSAS is working with research centers to study the opioid crisis, its effects on the labor shortage, and the link between drug overdoses and economics.",UPenn,Jaroslav Novotný,2023-05-04 21:25:32+00:00
@DrLiMengYAN1 I’m assuming UPENN Washington were Biden had office and China gave millions . All the professors there signed letter asking state department to close China unit and guess what Biden ordered them closed hmmm . China will get help from Biden to send you back be carful!!!,UPenn,Robert Cramer,2023-05-04 21:16:40+00:00
"[BISL] UPenn's controversial LGBT scholar-in-residence ALOK holds first campus event: On April 11, the University of Pennsylvania's LGBT scholar-in-residence, ALOK, held his first event at the university.",UPenn,Stigmabase | LGBT+,2023-05-04 21:15:15+00:00
Cary Coglianese comments on Biden Administration’s  efforts and on regulating machine learning. @Penn @WarrenCntrPenn,UPenn,The Regulatory Review,2023-05-04 21:07:49+00:00
"Staying in Philly in summer? ☀️🌻Join us at Clark Park for a community circle to honor the transition from spring to summer! 🌳Free lunch will be provided! 

Please register at:",UPenn,Family Center at Penn,2023-05-04 21:01:56+00:00
"Attention undergraduate URM students interested in pursuing PhDs in STEM: Join Diversity Equity Engagement at Penn in STEM October 6-8 for a weekend of information, mentorship, and professional development. We are now accepting applications through May 29!",UPenn,Dr. Kim Bothi,2023-05-04 20:58:48+00:00
"Our next Soft Matter Seminar speaker is Andrea Liu from the UPENN.  We hope that you can join us! Wed, May 10th at 2pm ET.
@NYUPhysics

@NYUScience",UPenn,NYU Physics,2023-05-04 20:58:47+00:00
"UPenn Summer Course to become a Tobacco Treatment Specialist. June 5-8, 2023.  Join us!  
(P.S. tell your friends...)",UPenn,Jeannie Ong,2023-05-04 20:57:25+00:00
"Feelings of shame are so overwhelmingly negative that they act as a positive force for setting social norms, finds research from @Wharton's Rebecca Schaumberg. Shame can support or harm organizational culture, so paying attention to it is key:",UPenn,Knowledge at Wharton,2023-05-04 20:49:49+00:00
The future of conservatism,UPenn,Judith Stout,2023-05-04 20:47:19+00:00
"""These data are another proof point that -targeting drugs are a first step in the arsenal of drugs aimed at diverse targets we will need to slow Alzheimer's by 100%,"" said @a_hfillit of the topline  results released yesterday:",UPenn,PNGC,2023-05-04 20:38:19+00:00
"Check out this  piece highlighting the first event in our new Critical Conversations series! Read here to learn more about how the series fosters civil discourse on pressing global issues, and the first event discussing reparations:",UPenn,Perry World House,2023-05-04 20:35:00+00:00
"🤖🌍 Penn Engineering researchers make breakthrough in robotic touch! Developing a novel robotic skin with sensitive sensors, they've enabled  to better perceive and interact with their surroundings.",UPenn,RobotNext,2023-05-04 20:34:11+00:00
How Coal Maintains Its Political Hold on West Virginia,UPenn,W60Sustain,2023-05-04 20:16:52+00:00
"Apply today for the Perry World House-@ForeignAffairs Emerging Scholars Policy Prize! This $10K prize aims to make scholarly work more accessible to policymakers. Applications will close May 21, 2023. Read more and apply here:",UPenn,Dr. Pauline Shanks Kaurin,2023-05-04 20:14:18+00:00
We just launched another new SSFlex site – the Human Genome Editing Laboratory at,UPenn,PMACS Web Team,2023-05-04 20:12:29+00:00
The new Critical Conversations debate series at @PerryWorldHouse offers a model for discussing contentious global issues in a civil and productive manner.,UPenn,Penn Global,2023-05-04 20:02:24+00:00
ICYMI: @Penn was granted Special Consultative Status with the United Nations Economic and Social Council (ECOSOC) and membership in the U.S. Department of State’s DiplomacyLab partnership. Read more:,UPenn,Penn Global,2023-05-04 20:00:00+00:00
"@ninaneddieanto @GreenM1028 @Tim_Cody22 @B1GTEN01 @RuFootballfan21 @RUMAN79 @njdotcom @NJ_RutgersFB @StevePoliti @aaron_breitman @RutgersU That 2% would help more people who actually need it, not a football team that is awful. You know which schools in the region don't have ""big time"" football teams - Princeton, UPenn, NYU, Cornell, Seton Hall, Drexel, MIT, Northeastern, Georgetown, etc. etc.",UPenn,runmeready,2023-05-04 19:51:36+00:00
@POTUS Let’s not forgot all this and the money you and Blinken got from China..,UPenn,DA Cullop,2023-05-04 19:44:36+00:00
"While Jews were very active in the civil rights movement in the South, many experienced a more strained relationship with Blacks in the North. It is my hope that by learning of our shared history as allies that we can restore our bond.✡️✊🏾",UPenn,debbie156-MeidasMighty Ⓜ️Ⓜ️☮️,2023-05-04 19:43:36+00:00
"@RandPaul Fauci - whatever - Let's see the guts to face the jab issue and haul in Gates, Zuckerberg, Gottlieb, Jha, Hotez, Baric, all the other players from UPenn, Univ of Wash, Baylor, University of NC, et al.",UPenn,Dominic Silvestri,2023-05-04 19:40:27+00:00
"Now in its 10th year, the IDDEAS@Wharton program continues to introduce students from diverse backgrounds to doctoral-level research through on-campus programming. @Wharton",UPenn,Penn,2023-05-04 19:30:02+00:00
@MichaelEMann @MannResearch published their 2023 North Atlantic Hurricane predictions - learn more here:    @PennSAS  @Penn,UPenn,Mann Research Group,2023-05-04 19:24:47+00:00
"Maintaining grid reliability is vital during the energy transition.

🎧 In an interview with @KleinmanEnergy, CGEP's Abe Silverman (@AbeEnergy) explains why it's imperative to prioritize investments in tech that guarantees an uninterrupted power supply.",UPenn,Kleinman Energy,2023-05-04 19:05:57+00:00
"@TheHamm92869998 @MikeCee55 @jrejre2009 @KChandlerTurner @atticusbuck @JonathanTurley Epionage???? See you are willing to make up crimes for Trump while denying the obvious crimes of Joe Biden. Hilarious. You are a pathetic, lying hypocrite. Biden likely sold classified documents to the Chinese.",UPenn,Patrick Cleburn 🇺🇲,2023-05-04 18:44:28+00:00
"Olivia Mitchell (@OS_Mitchell), Professor of Business Economics and Public Policy, has been named a 2023 American Economic Association Distinguished Fellow. Congratulations! 

To read our coverage of her work, visit:",UPenn,Wharton PR & News,2023-05-04 18:40:51+00:00
Making a Mockery | Omnia,UPenn,James Bloom,2023-05-04 18:33:58+00:00
"Tomorrow (5/5) at 12:00pm, join us for the @AnnenbergCARGC Postdoc Colloquium! Register here:",UPenn,Annenberg School,2023-05-04 18:27:00+00:00
